OBJECTID,Station_Name,Depth,Parameter,Concentration,Unit,Monitoring_Location,Date_of_Sample
4965,WW33,,Secchi Depth - 00069,1.35,,,2018/08/10 00:00:00+00
4966,WW33,0.1,Temperature - 00011,30,C,,2018/08/10 00:00:00+00
4967,WW33,1,Temperature - 00011,28.5,C,,2018/08/10 00:00:00+00
4968,WW33,3,Temperature - 00011,26,C,,2018/08/10 00:00:00+00
4969,WW33,,"Depth to bottom from water surface at sampling location, meters - 82903",3,,,2018/08/24 00:00:00+00
4970,WW33,,Secchi Depth - 00069,0.85,,,2018/08/24 00:00:00+00
4971,WW33,0.1,Temperature - 00011,28,C,,2018/08/24 00:00:00+00
4972,WW33,1,Temperature - 00011,26,C,,2018/08/24 00:00:00+00
4973,WW33,3,Temperature - 00011,25,C,,2018/08/24 00:00:00+00
4974,WW33,1,"Chlorophyll a, water, fluorometric method, corrected for pheophytin - 32209",276.7,ug/l,,2018/09/15 00:00:00+00
4975,WW33,,"Depth to bottom from water surface at sampling location, meters - 82903",3,,,2018/09/15 00:00:00+00
4976,WW33,1,Dissolved Oxygen - 00300,1,mg/l,,2018/09/15 00:00:00+00
4977,WW33,3,Dissolved Oxygen - 00300,0,mg/l,,2018/09/15 00:00:00+00
4978,WW33,1,"Salinity, (ppt) - 00480",17.5,ppt,,2018/09/15 00:00:00+00
4979,WW33,3,"Salinity, (ppt) - 00480",20,ppt,,2018/09/15 00:00:00+00
4980,WW33,,Secchi Depth - 00069,0.69,,,2018/09/15 00:00:00+00
4981,WW33,0.1,Temperature - 00011,22,C,,2018/09/15 00:00:00+00
4982,WW33,1,Temperature - 00011,24,C,,2018/09/15 00:00:00+00
4983,WW33,3,Temperature - 00011,22,C,,2018/09/15 00:00:00+00
4984,WW33,1,"Chlorophyll a, water, fluorometric method, corrected for pheophytin - 32209",55.5,ug/l,,2018/09/29 00:00:00+00
4985,WW33,,"Depth to bottom from water surface at sampling location, meters - 82903",3,,,2018/09/29 00:00:00+00
4986,WW33,1,Dissolved Oxygen - 00300,0,mg/l,,2018/09/29 00:00:00+00
4987,WW33,3,Dissolved Oxygen - 00300,0,mg/l,,2018/09/29 00:00:00+00
4988,WW33,1,"Salinity, (ppt) - 00480",17,ppt,,2018/09/29 00:00:00+00
4989,WW33,3,"Salinity, (ppt) - 00480",19,ppt,,2018/09/29 00:00:00+00
4990,WW33,,Secchi Depth - 00069,0.73,,,2018/09/29 00:00:00+00
4991,WW33,0.1,Temperature - 00011,18,C,,2018/09/29 00:00:00+00
4992,WW33,1,Temperature - 00011,21,C,,2018/09/29 00:00:00+00
4993,WW33,3,Temperature - 00011,20,C,,2018/09/29 00:00:00+00
4994,WW33,,"Depth to bottom from water surface at sampling location, meters - 82903",3,,,2018/10/07 00:00:00+00
4995,WW33,,Secchi Depth - 00069,0.55,,,2018/10/07 00:00:00+00
4996,WW33,0.1,Temperature - 00011,22,C,,2018/10/07 00:00:00+00
4997,WW33,1,Temperature - 00011,22,C,,2018/10/07 00:00:00+00
4998,WW33,3,Temperature - 00011,21,C,,2018/10/07 00:00:00+00
4999,WW33,1,Alkalinity - 00410,79.46,mg/l,,2018/10/19 00:00:00+00
5000,WW33,1,Alkalinity - 00410,79.78,mg/l,,2018/10/19 00:00:00+00
5001,WW33,1,"Chlorophyll a, water, fluorometric method, corrected for pheophytin - 32209",104.1,ug/l,,2018/10/19 00:00:00+00
5002,WW33,,"Depth to bottom from water surface at sampling location, meters - 82903",3,,,2018/10/19 00:00:00+00
5003,WW33,1,Dissolved Oxygen - 00300,3,mg/l,,2018/10/19 00:00:00+00
5004,WW33,3,Dissolved Oxygen - 00300,0,mg/l,,2018/10/19 00:00:00+00
5005,WW33,0.5,Enterococci - 31639,1,MPN/100ml,,2018/10/19 00:00:00+00
5006,WW33,1,"Nitrate + Nitrite, Dissolved - 00631",0.04,mg/l,,2018/10/19 00:00:00+00
5007,WW33,3,"Nitrate + Nitrite, Dissolved - 00631",0.0425,mg/l,,2018/10/19 00:00:00+00
5008,WW33,1,"Nitrogen, Ammonia Dissolved as N - 00608",0.44,ug/l,,2018/10/19 00:00:00+00
5009,WW33,3,"Nitrogen, Ammonia Dissolved as N - 00608",1.29,ug/l,,2018/10/19 00:00:00+00
5010,WW33,1,"Nitrogen, Total (unfiltered) - 00600",1.24,ug/l,,2018/10/19 00:00:00+00
5011,WW33,3,"Nitrogen, Total (unfiltered) - 00600",2.01,ug/l,,2018/10/19 00:00:00+00
5012,WW33,1,pH - 00400,6.99,S.U.,,2018/10/19 00:00:00+00
5013,WW33,1,pH - 00400,7.08,S.U.,,2018/10/19 00:00:00+00
5014,WW33,3,pH - 00400,6.93,S.U.,,2018/10/19 00:00:00+00
5015,WW33,1,"Phosphorus, Dissolved - 00666",8,ug/l,,2018/10/19 00:00:00+00
5016,WW33,3,"Phosphorus, Dissolved - 00666",146.5,ug/l,,2018/10/19 00:00:00+00
5017,WW33,1,"Phosphorus, Total - 00665",43,ug/l,,2018/10/19 00:00:00+00
5018,WW33,3,"Phosphorus, Total - 00665",163,ug/l,,2018/10/19 00:00:00+00
5019,WW33,1,"Salinity, (ppt) - 00480",17.5,ppt,,2018/10/19 00:00:00+00
5020,WW33,3,"Salinity, (ppt) - 00480",19,ppt,,2018/10/19 00:00:00+00
5021,WW33,,Secchi Depth - 00069,0.68,,,2018/10/19 00:00:00+00
5022,WW33,0.1,Temperature - 00011,15,C,,2018/10/19 00:00:00+00
5023,WW33,1,Temperature - 00011,15,C,,2018/10/19 00:00:00+00
5024,WW33,3,Temperature - 00011,17,C,,2018/10/19 00:00:00+00
5025,WW500,0.25,"Chlorophyll a, water, fluorometric method, corrected for pheophytin - 32209",3.6,ug/l,,2018/05/03 00:00:00+00
5026,WW500,,"Depth to bottom from water surface at sampling location, meters - 82903",,,,2018/05/03 00:00:00+00
5027,WW500,0.25,Dissolved Oxygen - 00300,7.8,mg/l,,2018/05/03 00:00:00+00
5028,WW500,0.25,Enterococci - 31639,1,MPN/100ml,,2018/05/03 00:00:00+00
5029,WW500,0.25,Fecal Coliform - 74055,10,,,2018/05/03 00:00:00+00
5030,WW500,0.25,"Nitrate + Nitrite, Dissolved - 00631",0.235,mg/l,,2018/05/03 00:00:00+00
5031,WW500,0.25,"Nitrogen, Ammonia Dissolved as N - 00608",0.1225,ug/l,,2018/05/03 00:00:00+00
5032,WW500,0.25,"Nitrogen, Total (unfiltered) - 00600",0.55,ug/l,,2018/05/03 00:00:00+00
5033,WW500,0.25,pH - 00400,7.85,S.U.,,2018/05/03 00:00:00+00
5034,WW500,0.25,"Phosphorus, Dissolved - 00666",9,ug/l,,2018/05/03 00:00:00+00
5035,WW500,0.25,"Phosphorus, Total - 00665",35,ug/l,,2018/05/03 00:00:00+00
5036,WW500,0.25,"Salinity, (ppt) - 00480",25,ppt,,2018/05/03 00:00:00+00
5037,WW500,0.25,Temperature - 00011,14.3,C,,2018/05/03 00:00:00+00
5038,WW500,0.25,"Chlorophyll a, water, fluorometric method, corrected for pheophytin - 32209",2.2,ug/l,,2018/05/19 00:00:00+00
5039,WW500,0.25,Dissolved Oxygen - 00300,8.6,mg/l,,2018/05/19 00:00:00+00
5040,WW500,0.25,"Salinity, (ppt) - 00480",24.5,ppt,,2018/05/19 00:00:00+00
5041,WW500,0.25,Temperature - 00011,13.1,C,,2018/05/19 00:00:00+00
5042,WW500,0.25,"Chlorophyll a, water, fluorometric method, corrected for pheophytin - 32209",8,ug/l,,2018/06/03 00:00:00+00
5043,WW500,,"Depth to bottom from water surface at sampling location, meters - 82903",,,,2018/06/03 00:00:00+00
5044,WW500,0.25,Dissolved Oxygen - 00300,12.5,mg/l,,2018/06/03 00:00:00+00
5045,WW500,0.25,"Salinity, (ppt) - 00480",25,ppt,,2018/06/03 00:00:00+00
5046,WW500,0.25,Temperature - 00011,20.1,C,,2018/06/03 00:00:00+00
5047,WW500,0.25,"Chlorophyll a, water, fluorometric method, corrected for pheophytin - 32209",6.7,ug/l,,2018/06/09 00:00:00+00
5048,WW500,,"Depth to bottom from water surface at sampling location, meters - 82903",0.5,,,2018/06/09 00:00:00+00
5049,WW500,0.25,Dissolved Oxygen - 00300,7,mg/l,,2018/06/09 00:00:00+00
5050,WW500,0.25,Enterococci - 31639,1,MPN/100ml,,2018/06/09 00:00:00+00
5051,WW500,0.25,Fecal Coliform - 74055,86,,,2018/06/09 00:00:00+00
5052,WW500,0.25,"Nitrate + Nitrite, Dissolved - 00631",0.025,mg/l,,2018/06/09 00:00:00+00
5053,WW500,0.25,"Nitrogen, Ammonia Dissolved as N - 00608",0.065,ug/l,,2018/06/09 00:00:00+00
5054,WW500,0.25,"Nitrogen, Total (unfiltered) - 00600",0.4,ug/l,,2018/06/09 00:00:00+00
5055,WW500,0.25,pH - 00400,7.86,S.U.,,2018/06/09 00:00:00+00
5056,WW500,0.25,"Phosphorus, Dissolved - 00666",14,ug/l,,2018/06/09 00:00:00+00
5057,WW500,0.25,"Phosphorus, Total - 00665",30,ug/l,,2018/06/09 00:00:00+00
5058,WW500,0.25,"Salinity, (ppt) - 00480",29.5,ppt,,2018/06/09 00:00:00+00
5059,WW500,0.25,Temperature - 00011,19.4,C,,2018/06/09 00:00:00+00
5060,WW500,0.25,"Chlorophyll a, water, fluorometric method, corrected for pheophytin - 32209",4.2,ug/l,,2018/06/23 00:00:00+00
5061,WW500,0.25,Dissolved Oxygen - 00300,6,mg/l,,2018/06/23 00:00:00+00
5062,WW500,0.25,"Salinity, (ppt) - 00480",,ppt,,2018/06/23 00:00:00+00
5063,WW500,0.25,Temperature - 00011,22,C,,2018/06/23 00:00:00+00
5064,WW500,0.25,"Chlorophyll a, water, fluorometric method, corrected for pheophytin - 32209",34.4,ug/l,,2018/07/07 00:00:00+00
5065,WW500,,"Depth to bottom from water surface at sampling location, meters - 82903",,,,2018/07/07 00:00:00+00
5066,WW500,0.25,Dissolved Oxygen - 00300,12.2,mg/l,,2018/07/07 00:00:00+00
5067,WW500,0.25,"Salinity, (ppt) - 00480",30,ppt,,2018/07/07 00:00:00+00
5068,WW500,0.25,Temperature - 00011,25.1,C,,2018/07/07 00:00:00+00
5069,WW500,0.25,"Chlorophyll a, water, fluorometric method, corrected for pheophytin - 32209",8.2,ug/l,,2018/07/13 00:00:00+00
5070,WW500,,"Depth to bottom from water surface at sampling location, meters - 82903",,,,2018/07/13 00:00:00+00
5071,WW500,0.25,Dissolved Oxygen - 00300,2.1,mg/l,,2018/07/13 00:00:00+00
5072,WW500,0.25,Enterococci - 31639,64,MPN/100ml,,2018/07/13 00:00:00+00
5073,WW500,0.25,Fecal Coliform - 74055,124,,,2018/07/13 00:00:00+00
5074,WW500,0.25,"Nitrate + Nitrite, Dissolved - 00631",0.02,mg/l,,2018/07/13 00:00:00+00
5075,WW500,0.25,"Nitrogen, Ammonia Dissolved as N - 00608",0.08,ug/l,,2018/07/13 00:00:00+00
5076,WW500,0.25,"Nitrogen, Total (unfiltered) - 00600",0.54,ug/l,,2018/07/13 00:00:00+00
5077,WW500,0.25,pH - 00400,7.43,S.U.,,2018/07/13 00:00:00+00
5078,WW500,0.25,"Phosphorus, Dissolved - 00666",36,ug/l,,2018/07/13 00:00:00+00
5079,WW500,0.25,"Phosphorus, Total - 00665",55,ug/l,,2018/07/13 00:00:00+00
5080,WW500,0.25,"Salinity, (ppt) - 00480",32,ppt,,2018/07/13 00:00:00+00
5081,WW500,0.25,Temperature - 00011,23.1,C,,2018/07/13 00:00:00+00
5082,WW500,0.25,"Chlorophyll a, water, fluorometric method, corrected for pheophytin - 32209",5.8,ug/l,,2018/07/28 00:00:00+00
5083,WW500,0.25,Dissolved Oxygen - 00300,1,mg/l,,2018/07/28 00:00:00+00
5084,WW500,0.25,"Salinity, (ppt) - 00480",28,ppt,,2018/07/28 00:00:00+00
5085,WW500,0.25,Temperature - 00011,27.1,C,,2018/07/28 00:00:00+00
5086,WW500,0.25,"Chlorophyll a, water, fluorometric method, corrected for pheophytin - 32209",25,ug/l,,2018/08/18 00:00:00+00
5087,WW500,0.25,Dissolved Oxygen - 00300,12,mg/l,,2018/08/18 00:00:00+00
5088,WW500,0.25,Enterococci - 31639,146,MPN/100ml,,2018/08/18 00:00:00+00
5089,WW500,0.25,Fecal Coliform - 74055,695,,,2018/08/18 00:00:00+00
5090,WW500,0.25,"Nitrate + Nitrite, Dissolved - 00631",0.08,mg/l,,2018/08/18 00:00:00+00
5091,WW500,0.25,"Nitrogen, Ammonia Dissolved as N - 00608",0.05,ug/l,,2018/08/18 00:00:00+00
5092,WW500,0.25,"Nitrogen, Total (unfiltered) - 00600",1.525,ug/l,,2018/08/18 00:00:00+00
5093,WW500,0.25,pH - 00400,7.86,S.U.,,2018/08/18 00:00:00+00
5094,WW500,0.25,"Phosphorus, Dissolved - 00666",26,ug/l,,2018/08/18 00:00:00+00
5095,WW500,0.25,"Phosphorus, Total - 00665",200,ug/l,,2018/08/18 00:00:00+00
5096,WW500,0.25,"Salinity, (ppt) - 00480",30,ppt,,2018/08/18 00:00:00+00
5097,WW500,0.25,Temperature - 00011,26.2,C,,2018/08/18 00:00:00+00
5098,WW500,0.25,"Chlorophyll a, water, fluorometric method, corrected for pheophytin - 32209",34.8,ug/l,,2018/09/01 00:00:00+00
5099,WW500,0.25,"Chlorophyll a, water, fluorometric method, corrected for pheophytin - 32209",4,ug/l,,2018/09/15 00:00:00+00
5100,WW500,,"Depth to bottom from water surface at sampling location, meters - 82903",0.5,,,2018/09/15 00:00:00+00
5101,WW500,0.25,Dissolved Oxygen - 00300,2.7,mg/l,,2018/09/15 00:00:00+00
5102,WW500,0.25,Enterococci - 31639,41,MPN/100ml,,2018/09/15 00:00:00+00
5103,WW500,0.25,Fecal Coliform - 74055,226,,,2018/09/15 00:00:00+00
5104,WW500,0.25,"Nitrate + Nitrite, Dissolved - 00631",0.18,mg/l,,2018/09/15 00:00:00+00
5105,WW500,0.25,"Nitrogen, Ammonia Dissolved as N - 00608",0.28,ug/l,,2018/09/15 00:00:00+00
5106,WW500,0.25,"Nitrogen, Total (unfiltered) - 00600",0.79,ug/l,,2018/09/15 00:00:00+00
5107,WW500,0.25,pH - 00400,7.26,S.U.,,2018/09/15 00:00:00+00
5108,WW500,0.25,"Phosphorus, Dissolved - 00666",45,ug/l,,2018/09/15 00:00:00+00
5109,WW500,0.25,"Phosphorus, Total - 00665",75,ug/l,,2018/09/15 00:00:00+00
5110,WW500,0.25,"Salinity, (ppt) - 00480",32.5,ppt,,2018/09/15 00:00:00+00
5111,WW500,0.25,Temperature - 00011,21.6,C,,2018/09/15 00:00:00+00
5112,WW500,0.25,"Chlorophyll a, water, fluorometric method, corrected for pheophytin - 32209",4.6,ug/l,,2018/09/30 00:00:00+00
5113,WW500,0.25,Dissolved Oxygen - 00300,5.4,mg/l,,2018/09/30 00:00:00+00
5114,WW500,0.25,"Salinity, (ppt) - 00480",27,ppt,,2018/09/30 00:00:00+00
5115,WW500,0.25,Temperature - 00011,17.7,C,,2018/09/30 00:00:00+00
5116,WW500,0.25,"Chlorophyll a, water, fluorometric method, corrected for pheophytin - 32209",5.1,ug/l,,2018/10/11 00:00:00+00
5117,WW500,0.25,Dissolved Oxygen - 00300,4.6,mg/l,,2018/10/11 00:00:00+00
5118,WW500,0.25,"Salinity, (ppt) - 00480",27,ppt,,2018/10/11 00:00:00+00
5119,WW500,0.25,Temperature - 00011,20.6,C,,2018/10/11 00:00:00+00
5120,WW500,0.25,"Chlorophyll a, water, fluorometric method, corrected for pheophytin - 32209",3,ug/l,,2018/10/19 00:00:00+00
5121,WW500,0.25,Dissolved Oxygen - 00300,,mg/l,,2018/10/19 00:00:00+00
5122,WW500,0.25,Enterococci - 31639,31,MPN/100ml,,2018/10/19 00:00:00+00
5123,WW500,0.25,Fecal Coliform - 74055,52,,,2018/10/19 00:00:00+00
5124,WW500,0.25,"Nitrate + Nitrite, Dissolved - 00631",0.17,mg/l,,2018/10/19 00:00:00+00
5125,WW500,0.25,"Nitrogen, Ammonia Dissolved as N - 00608",0.075,ug/l,,2018/10/19 00:00:00+00
5126,WW500,0.25,"Nitrogen, Total (unfiltered) - 00600",0.605,ug/l,,2018/10/19 00:00:00+00
5127,WW500,0.25,pH - 00400,7.86,S.U.,,2018/10/19 00:00:00+00
5128,WW500,0.25,pH - 00400,7.85,S.U.,,2018/10/19 00:00:00+00
5129,WW500,0.25,"Phosphorus, Dissolved - 00666",40,ug/l,,2018/10/19 00:00:00+00
5130,WW500,0.25,"Phosphorus, Total - 00665",43,ug/l,,2018/10/19 00:00:00+00
5131,WW500,0.25,"Salinity, (ppt) - 00480",27,ppt,,2018/10/19 00:00:00+00
5132,WW500,0.25,Temperature - 00011,9.4,C,,2018/10/19 00:00:00+00
5133,WW515,0.25,"Chlorophyll a, water, fluorometric method, corrected for pheophytin - 32209",2.6,ug/l,,2018/05/03 00:00:00+00
5134,WW515,0.25,Dissolved Oxygen - 00300,9.1,mg/l,,2018/05/03 00:00:00+00
5135,WW515,0.25,Enterococci - 31639,1,MPN/100ml,,2018/05/03 00:00:00+00
5136,WW515,0.25,Fecal Coliform - 74055,1,,,2018/05/03 00:00:00+00
5137,WW515,0.25,"Nitrate + Nitrite, Dissolved - 00631",0.055,mg/l,,2018/05/03 00:00:00+00
5138,WW515,0.25,"Nitrogen, Ammonia Dissolved as N - 00608",0.105,ug/l,,2018/05/03 00:00:00+00
5139,WW515,0.25,"Nitrogen, Total (unfiltered) - 00600",0.315,ug/l,,2018/05/03 00:00:00+00
5140,WW515,0.25,pH - 00400,8.06,S.U.,,2018/05/03 00:00:00+00
5141,WW515,0.25,"Phosphorus, Dissolved - 00666",6,ug/l,,2018/05/03 00:00:00+00
5142,WW515,0.25,"Phosphorus, Total - 00665",38,ug/l,,2018/05/03 00:00:00+00
5143,WW515,0.25,"Salinity, (ppt) - 00480",29,ppt,,2018/05/03 00:00:00+00
5144,WW515,0.25,Temperature - 00011,12.4,C,,2018/05/03 00:00:00+00
5145,WW515,0.25,"Chlorophyll a, water, fluorometric method, corrected for pheophytin - 32209",2.1,ug/l,,2018/05/19 00:00:00+00
5146,WW515,0.25,Dissolved Oxygen - 00300,8.2,mg/l,,2018/05/19 00:00:00+00
5147,WW515,0.25,"Salinity, (ppt) - 00480",27,ppt,,2018/05/19 00:00:00+00
5148,WW515,0.25,Temperature - 00011,13.7,C,,2018/05/19 00:00:00+00
5149,WW515,0.25,"Chlorophyll a, water, fluorometric method, corrected for pheophytin - 32209",9.1,ug/l,,2018/06/03 00:00:00+00
5150,WW515,0.25,Dissolved Oxygen - 00300,8,mg/l,,2018/06/03 00:00:00+00
5151,WW515,0.25,"Salinity, (ppt) - 00480",29.5,ppt,,2018/06/03 00:00:00+00
5152,WW515,0.25,Temperature - 00011,20,C,,2018/06/03 00:00:00+00
5153,WW515,0.25,"Chlorophyll a, water, fluorometric method, corrected for pheophytin - 32209",4.2,ug/l,,2018/06/09 00:00:00+00
5154,WW515,0.25,Dissolved Oxygen - 00300,6.8,mg/l,,2018/06/09 00:00:00+00
5155,WW515,0.25,Enterococci - 31639,41,MPN/100ml,,2018/06/09 00:00:00+00
5156,WW515,0.25,Fecal Coliform - 74055,75,,,2018/06/09 00:00:00+00
5157,WW515,0.25,"Nitrate + Nitrite, Dissolved - 00631",0.155,mg/l,,2018/06/09 00:00:00+00
5158,WW515,0.25,"Nitrogen, Ammonia Dissolved as N - 00608",0.045,ug/l,,2018/06/09 00:00:00+00
5159,WW515,0.25,"Nitrogen, Total (unfiltered) - 00600",0.785,ug/l,,2018/06/09 00:00:00+00
5160,WW515,0.25,pH - 00400,7.83,S.U.,,2018/06/09 00:00:00+00
5161,WW515,0.25,"Phosphorus, Dissolved - 00666",9,ug/l,,2018/06/09 00:00:00+00
5162,WW515,0.25,"Phosphorus, Total - 00665",30,ug/l,,2018/06/09 00:00:00+00
5163,WW515,0.25,"Salinity, (ppt) - 00480",20.5,ppt,,2018/06/09 00:00:00+00
5164,WW515,0.25,Temperature - 00011,19,C,,2018/06/09 00:00:00+00
5165,WW515,0.25,"Chlorophyll a, water, fluorometric method, corrected for pheophytin - 32209",9.6,ug/l,,2018/06/23 00:00:00+00
5166,WW515,,"Depth to bottom from water surface at sampling location, meters - 82903",0.5,,,2018/06/23 00:00:00+00
5167,WW515,0.25,Dissolved Oxygen - 00300,6.2,mg/l,,2018/06/23 00:00:00+00
5168,WW515,0.25,"Salinity, (ppt) - 00480",,ppt,,2018/06/23 00:00:00+00
5169,WW515,0.25,Temperature - 00011,21.2,C,,2018/06/23 00:00:00+00
5170,WW515,0.25,"Chlorophyll a, water, fluorometric method, corrected for pheophytin - 32209",7.8,ug/l,,2018/07/07 00:00:00+00
5171,WW515,0.25,Dissolved Oxygen - 00300,6,mg/l,,2018/07/07 00:00:00+00
5172,WW515,0.25,"Salinity, (ppt) - 00480",32,ppt,,2018/07/07 00:00:00+00
5173,WW515,0.25,Temperature - 00011,23,C,,2018/07/07 00:00:00+00
5174,WW515,0.25,"Chlorophyll a, water, fluorometric method, corrected for pheophytin - 32209",3.3,ug/l,,2018/07/13 00:00:00+00
5175,WW515,0.25,Dissolved Oxygen - 00300,4.2,mg/l,,2018/07/13 00:00:00+00
5176,WW515,0.25,Enterococci - 31639,1,MPN/100ml,,2018/07/13 00:00:00+00
5177,WW515,0.25,Fecal Coliform - 74055,137,,,2018/07/13 00:00:00+00
5178,WW515,0.25,"Nitrate + Nitrite, Dissolved - 00631",0.02,mg/l,,2018/07/13 00:00:00+00
5179,WW515,0.25,"Nitrogen, Ammonia Dissolved as N - 00608",0.085,ug/l,,2018/07/13 00:00:00+00
5180,WW515,0.25,"Nitrogen, Total (unfiltered) - 00600",0.46,ug/l,,2018/07/13 00:00:00+00
5181,WW515,0.25,pH - 00400,7.76,S.U.,,2018/07/13 00:00:00+00
5182,WW515,0.25,pH - 00400,7.76,S.U.,,2018/07/13 00:00:00+00
5183,WW515,0.25,"Phosphorus, Dissolved - 00666",39,ug/l,,2018/07/13 00:00:00+00
5184,WW515,0.25,"Phosphorus, Total - 00665",49,ug/l,,2018/07/13 00:00:00+00
5185,WW515,0.25,"Salinity, (ppt) - 00480",32,ppt,,2018/07/13 00:00:00+00
5186,WW515,0.25,Temperature - 00011,23.9,C,,2018/07/13 00:00:00+00
5187,WW515,0.25,"Chlorophyll a, water, fluorometric method, corrected for pheophytin - 32209",4.6,ug/l,,2018/07/28 00:00:00+00
5188,WW515,0.25,Dissolved Oxygen - 00300,4.2,mg/l,,2018/07/28 00:00:00+00
5189,WW515,0.25,"Salinity, (ppt) - 00480",32.5,ppt,,2018/07/28 00:00:00+00
5190,WW515,0.25,Temperature - 00011,26.4,C,,2018/07/28 00:00:00+00
5191,WW515,,"Depth to bottom from water surface at sampling location, meters - 82903",0.5,,,2018/08/11 00:00:00+00
5192,WW515,0.25,Dissolved Oxygen - 00300,9,mg/l,,2018/08/11 00:00:00+00
5193,WW515,0.25,"Salinity, (ppt) - 00480",32,ppt,,2018/08/11 00:00:00+00
5194,WW515,0.25,Temperature - 00011,27.4,C,,2018/08/11 00:00:00+00
5195,WW515,0.25,"Chlorophyll a, water, fluorometric method, corrected for pheophytin - 32209",17.5,ug/l,,2018/08/18 00:00:00+00
5196,WW515,0.25,Dissolved Oxygen - 00300,9.6,mg/l,,2018/08/18 00:00:00+00
5197,WW515,0.25,Enterococci - 31639,31,MPN/100ml,,2018/08/18 00:00:00+00
5198,WW515,0.25,Fecal Coliform - 74055,52,,,2018/08/18 00:00:00+00
5199,WW515,0.25,"Nitrate + Nitrite, Dissolved - 00631",0.035,mg/l,,2018/08/18 00:00:00+00
5200,WW515,0.25,"Nitrogen, Ammonia Dissolved as N - 00608",0.095,ug/l,,2018/08/18 00:00:00+00
5201,WW515,0.25,"Nitrogen, Total (unfiltered) - 00600",0.635,ug/l,,2018/08/18 00:00:00+00
5202,WW515,0.25,pH - 00400,7.66,S.U.,,2018/08/18 00:00:00+00
5203,WW515,0.25,pH - 00400,7.66,S.U.,,2018/08/18 00:00:00+00
5204,WW515,0.25,"Phosphorus, Dissolved - 00666",41,ug/l,,2018/08/18 00:00:00+00
5205,WW515,0.25,"Phosphorus, Total - 00665",87,ug/l,,2018/08/18 00:00:00+00
5206,WW515,0.25,"Salinity, (ppt) - 00480",31,ppt,,2018/08/18 00:00:00+00
5207,WW515,0.25,Temperature - 00011,25.9,C,,2018/08/18 00:00:00+00
5208,WW515,0.25,"Chlorophyll a, water, fluorometric method, corrected for pheophytin - 32209",24.8,ug/l,,2018/09/01 00:00:00+00
5209,WW515,0.25,"Chlorophyll a, water, fluorometric method, corrected for pheophytin - 32209",6.7,ug/l,,2018/09/11 00:00:00+00
5210,WW515,0.25,"Chlorophyll a, water, fluorometric method, corrected for pheophytin - 32209",5.9,ug/l,,2018/09/15 00:00:00+00
5211,WW515,,"Depth to bottom from water surface at sampling location, meters - 82903",0.5,,,2018/09/15 00:00:00+00
5212,WW515,0.25,Dissolved Oxygen - 00300,4,mg/l,,2018/09/15 00:00:00+00
5213,WW515,0.25,Enterococci - 31639,1,MPN/100ml,,2018/09/15 00:00:00+00
5214,WW515,0.25,Enterococci - 31639,1,MPN/100ml,,2018/09/15 00:00:00+00
5215,WW515,0.25,Fecal Coliform - 74055,135,,,2018/09/15 00:00:00+00
5216,WW515,0.25,"Nitrate + Nitrite, Dissolved - 00631",0.13,mg/l,,2018/09/15 00:00:00+00
5217,WW515,0.25,"Nitrogen, Ammonia Dissolved as N - 00608",0.205,ug/l,,2018/09/15 00:00:00+00
5218,WW515,0.25,"Nitrogen, Total (unfiltered) - 00600",0.67,ug/l,,2018/09/15 00:00:00+00
5219,WW515,0.25,pH - 00400,7.55,S.U.,,2018/09/15 00:00:00+00
5220,WW515,0.25,"Phosphorus, Dissolved - 00666",56,ug/l,,2018/09/15 00:00:00+00
5221,WW515,0.25,"Phosphorus, Total - 00665",68,ug/l,,2018/09/15 00:00:00+00
5222,WW515,0.25,"Salinity, (ppt) - 00480",30,ppt,,2018/09/15 00:00:00+00
5223,WW515,0.25,Temperature - 00011,21.7,C,,2018/09/15 00:00:00+00
5224,WW515,0.25,"Chlorophyll a, water, fluorometric method, corrected for pheophytin - 32209",4.4,ug/l,,2018/09/30 00:00:00+00
5225,WW515,0.25,Dissolved Oxygen - 00300,6.1,mg/l,,2018/09/30 00:00:00+00
5226,WW515,0.25,"Salinity, (ppt) - 00480",29,ppt,,2018/09/30 00:00:00+00
5227,WW515,0.25,Temperature - 00011,18.7,C,,2018/09/30 00:00:00+00
5228,WW515,0.25,"Chlorophyll a, water, fluorometric method, corrected for pheophytin - 32209",4.1,ug/l,,2018/10/11 00:00:00+00
5229,WW515,0.25,Dissolved Oxygen - 00300,5.8,mg/l,,2018/10/11 00:00:00+00
5230,WW515,0.25,"Salinity, (ppt) - 00480",30.5,ppt,,2018/10/11 00:00:00+00
5231,WW515,0.25,Temperature - 00011,20.3,C,,2018/10/11 00:00:00+00
5232,WW515,0.25,"Chlorophyll a, water, fluorometric method, corrected for pheophytin - 32209",2.1,ug/l,,2018/10/19 00:00:00+00
5233,WW515,0.25,Dissolved Oxygen - 00300,,mg/l,,2018/10/19 00:00:00+00
5234,WW515,0.25,Enterococci - 31639,1,MPN/100ml,,2018/10/19 00:00:00+00
5235,WW515,0.25,Fecal Coliform - 74055,20,,,2018/10/19 00:00:00+00
5236,WW515,0.25,"Nitrate + Nitrite, Dissolved - 00631",0.1975,mg/l,,2018/10/19 00:00:00+00
5237,WW515,0.25,"Nitrogen, Ammonia Dissolved as N - 00608",0.095,ug/l,,2018/10/19 00:00:00+00
5238,WW515,0.25,"Nitrogen, Total (unfiltered) - 00600",0.58,ug/l,,2018/10/19 00:00:00+00
